r,g,b,y
0.6256957,0.6020999,0.3693661,2
0.6170222,0.5880753,0.35333905,2
0.5981731,0.5772293,0.3982271,2
0.5867344,0.56341314,0.38155332,2
0.59172875,0.5636741,0.33605653,2
0.61473453,0.59105575,0.3565295,2
0.6298406,0.61133003,0.40926483,2
0.60170025,0.5737987,0.3790867,2
0.5955965,0.58694345,0.4046617,2
0.56786406,0.54934347,0.32699957,2
0.58902687,0.566696,0.35497022,2
0.601632,0.59136236,0.411857,2
0.61557645,0.6027783,0.41399646,2
0.64838266,0.6145762,0.36630377,2
0.65771484,0.6058571,0.4074314,3
0.61647266,0.56791085,0.35595915,3
0.612859,0.56852114,0.35230193,3
0.5925476,0.5515126,0.3767425,3
0.64610416,0.5991495,0.38942105,3
0.5998853,0.56061673,0.34682086,3
0.63559604,0.5841484,0.40193897,3
0.62382203,0.5769625,0.36683497,3
0.6460951,0.58806944,0.3681408,3
0.6254963,0.5672389,0.37426022,3
0.65963763,0.6093357,0.41900423,3
0.64558077,0.5968625,0.38760975,3
0.6169344,0.5690343,0.3980633,3
0.63294977,0.5861041,0.3691364,3
0.6325834,0.5844031,0.40968984,3
0.6467019,0.597567,0.42128304,3
0.6364334,0.5906057,0.41624248,3
0.61660695,0.57698387,0.39968872,3
0.61073905,0.58310807,0.378211,3
0.65081614,0.6020965,0.41492411,3
0.6382776,0.59305614,0.3881088,3
0.6719415,0.6171467,0.39677784,3
0.6346136,0.58621466,0.41473284,3
0.647721,0.5966354,0.41566357,3
0.61362565,0.5680394,0.39763737,3
0.6400003,0.5905973,0.4148801,3
0.6598243,0.61271995,0.39726204,3
0.6287519,0.5879434,0.37947208,3
0.6289968,0.58591706,0.3734429,3
0.6359026,0.5886368,0.40276873,3
0.6132835,0.5594773,0.3880095,3
0.61591244,0.5625738,0.37973344,3
0.6138139,0.5674384,0.3649716,3
0.6297198,0.5808888,0.3974227,3
0.6105271,0.5718632,0.3979976,3
0.63684887,0.5868286,0.40776554,3
0.6343072,0.5857376,0.40137073,3
0.6127116,0.5840529,0.406097,3
0.6252778,0.5846676,0.4080108,3
0.6612148,0.6138795,0.39798465,3
0.5931581,0.54251164,0.33381286,3
0.62343365,0.57967746,0.40879437,3
0.6157429,0.5605417,0.3419914,3
0.6045429,0.55781454,0.39084798,3
0.63697195,0.5889052,0.3808615,3
0.6418592,0.6085564,0.39833733,3
0.6287519,0.5879434,0.37947208,3
0.5785491,0.534914,0.3275193,3
0.61671543,0.5692109,0.39682144,3
0.5933875,0.5680079,0.37070727,3
0.63810027,0.5904323,0.3792507,3
0.70660883,0.6614495,0.41675165,3
0.6331724,0.585211,0.40136355,3
0.63010025,0.5839792,0.41461936,3
0.6350391,0.5942356,0.386018,3
0.6100479,0.5675387,0.40471673,3
0.6456822,0.6029645,0.39252082,3
0.63614196,0.58538884,0.40336496,3
0.6649433,0.6181744,0.4034919,3
0.66654867,0.6165789,0.4251809,3
0.64265823,0.593208,0.4062075,3
0.61723286,0.5867768,0.39889386,3
0.6126099,0.5682442,0.39600024,3
0.63361776,0.5863238,0.41478762,3
0.6349388,0.59542865,0.3873197,3
0.64594424,0.5961094,0.4106505,3
0.5927524,0.549054,0.3402385,3
0.6641938,0.6206698,0.40190127,3
0.6380182,0.58950764,0.37160417,3
0.6387016,0.59834456,0.3923092,3
0.6342415,0.5873276,0.37615776,3
0.6583584,0.6072787,0.4126364,3
0.62920034,0.57933426,0.40169996,3
0.54839957,0.50216717,0.3438169,3
0.6585854,0.60788286,0.41676822,3
0.63868415,0.59842175,0.39221817,3
0.63887626,0.59186095,0.37951258,3
0.6647547,0.6172763,0.4016126,3
0.5859077,0.55356693,0.39230284,3
0.6222163,0.5714862,0.38059223,3
0.6344441,0.59118456,0.41613296,3
0.6172956,0.57067674,0.38547832,3
0.64594537,0.5902026,0.35348484,3
0.65980077,0.61543196,0.3997006,3
0.6564799,0.6074051,0.4120517,3
0.64257294,0.58972126,0.4068052,3
0.6017918,0.55585426,0.34074378,3
0.5701211,0.5279316,0.369595,3
0.6342551,0.5962913,0.38995513,3
0.64036554,0.5983057,0.38871288,3
0.6313046,0.5814757,0.39951447,3
0.6414312,0.5957158,0.38843435,3
0.63523567,0.5794181,0.4043584,3
0.5760284,0.534811,0.33134538,3
0.6342884,0.5892141,0.3784017,3
0.63371456,0.6001597,0.3955407,3
0.60149693,0.56248695,0.3599616,3
0.64493424,0.5951796,0.38402972,3
0.6353286,0.59263164,0.38084874,3
0.6385317,0.58944476,0.41279548,3
0.6606381,0.6125302,0.3985958,3
0.62004155,0.5789908,0.4061493,3
0.5883414,0.5474435,0.3408882,3
0.63781404,0.5889088,0.36366725,3
0.6473913,0.59690875,0.39267334,3
0.64112866,0.5932367,0.387399,3
0.62963766,0.5845594,0.40136832,3
0.6259421,0.57767916,0.3710817,3
0.6611765,0.6105397,0.41802052,3
0.6210671,0.5717481,0.39558983,3
0.63621193,0.5917887,0.41432136,3
0.6859568,0.63230115,0.43543595,3
0.6345055,0.58426696,0.37520713,3
0.62726635,0.57936364,0.35845524,3
0.644006,0.5878153,0.3678135,3
0.634591,0.5890575,0.37356153,3
0.59606034,0.5490935,0.34014845,3
0.64566106,0.6038149,0.39570034,3
0.6547108,0.6118727,0.3943578,3
0.63671106,0.58911425,0.3806044,3
0.65130174,0.60331845,0.41204473,3
0.6163266,0.57861984,0.41296026,3
0.616891,0.57728195,0.4020972,3
0.6026421,0.5740792,0.34969768,3
0.6702559,0.6179654,0.42651963,3
0.6095708,0.5679337,0.39906862,3
0.64937174,0.59475505,0.3764384,3
0.6274105,0.5809434,0.40770885,3
0.67452204,0.6260727,0.43415865,3
0.63401514,0.58551,0.37961832,3
0.65481013,0.60466087,0.4162884,3
0.6366982,0.59251326,0.42030314,3
0.68369377,0.63190854,0.39895004,3
0.6257221,0.57922316,0.40571165,3
0.6173472,0.5787969,0.41245028,3
0.6388854,0.5992092,0.39087072,3
0.6556087,0.60551083,0.4169051,3
0.62088716,0.58670664,0.36502185,3
0.6374865,0.58562356,0.40362626,3
0.63752556,0.591879,0.38272867,3
0.6202112,0.5678317,0.39450034,3
0.63936496,0.595945,0.38180956,3
0.64583385,0.59961104,0.3892994,3
0.6139068,0.58036673,0.37524903,3
0.62787837,0.5831237,0.37452683,3
0.5783073,0.5347794,0.3202735,3
0.6157246,0.5708958,0.40230533,3
0.6118242,0.5688558,0.39712647,3
0.6170211,0.57714635,0.40876573,3
0.614025,0.5687588,0.38329375,3
0.6107423,0.56300986,0.3533329,3
0.6319502,0.5824908,0.39828265,3
0.63865197,0.5945545,0.41999733,3
0.48758045,0.4253219,0.2669202,3
0.581129,0.535721,0.368845,3
0.629898,0.5815699,0.40282813,3
0.6270034,0.58463264,0.4178422,3
0.635607,0.5889718,0.37774354,3
0.6310942,0.5840237,0.37024635,3
0.64886653,0.6111926,0.42385015,3
0.6194313,0.56389165,0.3899745,3
0.63385516,0.5858224,0.379454,3
0.63839054,0.58459735,0.4020857,3
0.63215494,0.5841768,0.4132854,3
0.6280114,0.57986116,0.40315232,3
0.63159764,0.5882363,0.38422817,3
0.6267553,0.582053,0.39756888,3
0.6248655,0.5732673,0.3604644,3
0.66305166,0.61081624,0.41733938,3
0.6686023,0.6173697,0.4269299,3
0.586073,0.5440702,0.33960384,3
0.64135396,0.59144217,0.38118553,3
0.5854891,0.55066234,0.39148584,3
0.6257644,0.58477956,0.41870055,3
0.6397661,0.5935762,0.38636947,3
0.6421039,0.5868403,0.3997176,3
0.61266434,0.5628912,0.38801572,3
0.60454303,0.55964404,0.3894956,3
0.5948183,0.5592776,0.39566237,3
0.62565637,0.584504,0.3808324,3
0.6221644,0.585145,0.40831384,3
0.6285508,0.5862399,0.4083017,3
0.5927524,0.549054,0.3402385,3
0.62230015,0.5835218,0.37931457,3
0.6148812,0.5618223,0.34411773,3
0.6245623,0.58941233,0.385208,3
0.624501,0.57426775,0.38691798,3
0.6447881,0.5976259,0.39013818,3
0.6395846,0.590198,0.4094645,3
0.6460598,0.5973436,0.38287842,3
0.62249047,0.5727563,0.40081796,3
0.6408374,0.58885723,0.37518907,3
0.6447392,0.5849909,0.39957038,3
0.620362,0.577262,0.40685493,3
0.61744165,0.59053963,0.3805732,3
0.654543,0.6052552,0.41862378,3
0.6354598,0.58413905,0.4022414,3
0.61368144,0.5709761,0.3533677,3
0.57888496,0.53474444,0.32236806,3
0.6531539,0.60027885,0.41330203,3
0.6164244,0.5727929,0.35426354,3
0.6177992,0.5719975,0.40588668,3
0.6242279,0.58269674,0.3795155,3
0.6149642,0.57465255,0.40592647,3
0.64624465,0.59767026,0.4227798,3
0.6435133,0.59498554,0.38902885,3
0.60293674,0.55602056,0.38988608,3
0.6594143,0.61535245,0.39844942,3
0.6619542,0.6185963,0.42387554,3
0.66221344,0.6101431,0.40037623,3
0.6293225,0.582104,0.37680617,3
